257.0	594
258.0	291
259.0	534
260.0	931
261.0	928
262.0	1184
263.0	1032
264.0	823
265.0	840
266.0	723
267.0	619
268.0	724
269.0	887
270.0	857
271.0	833
272.0	784
273.0	656
274.0	367
275.0	499
276.0	610
277.0	485
278.0	800
279.0	1197
280.0	1535
281.0	1954
282.0	2281
283.0	2340
284.0	1891
285.0	1430
286.0	1623
287.0	1908
288.0	2275
289.0	2713
290.0	2076
291.0	1202
292.0	1481
293.0	2157
294.0	2095
295.0	1717
296.0	2175
297.0	2251
298.0	2281
299.0	2508
300.0	1890
301.0	2257
302.0	2929
303.0	2626
304.0	2525
305.0	2457
306.0	2173
307.0	2058
308.0	2157
309.0	2208
310.0	2337
311.0	2877
312.0	3369
313.0	3165
314.0	3259
315.0	3809
316.0	3951
317.0	3690
318.0	3796
319.0	2958
320.0	1502
321.0	954
322.0	851
323.0	1278
324.0	2323
325.0	3345
326.0	3590
327.0	3225
328.0	2649
329.0	2242
330.0	1705
331.0	1600
332.0	1880
333.0	2258
334.0	2916
335.0	2456
336.0	1155
337.0	741
338.0	1438
339.0	2296
340.0	2504
341.0	2364
342.0	2228
343.0	2341
344.0	2325
345.0	2010
346.0	1780
347.0	1598
348.0	1224
349.0	1027
350.0	1211
351.0	1036
352.0	442
353.0	1130
354.0	2318
355.0	3092
356.0	4230
357.0	4058
358.0	3142
359.0	3926
360.0	5035
361.0	5189
362.0	5363
363.0	5121
364.0	5140
365.0	5596
366.0	5359
367.0	4914
368.0	4649
369.0	3588
370.0	1889
371.0	767
372.0	191
373.0	23
374.0	589
375.0	876
376.0	648
377.0	804
378.0	1051
379.0	1432
380.0	1324
381.0	1102
382.0	624
383.0	504
384.0	1151
385.0	1804
386.0	2610
387.0	3208
388.0	3015
389.0	2199
390.0	1958
391.0	1949
392.0	1630
393.0	905
394.0	252
395.0	712
396.0	1133
397.0	1179
398.0	1689
399.0	1819
400.0	1634
401.0	1749
402.0	2109
403.0	2522
404.0	2211
405.0	1797
406.0	1683
407.0	1097
408.0	423
409.0	274
410.0	327
411.0	1805
412.0	3545
413.0	3617
414.0	3570
415.0	3686
416.0	3729
417.0	3722
418.0	3511
419.0	3613
420.0	3866
